,#,Transaction Date,Owner,Ticker,Asset Name,Asset Type,Type,Amount,Comment,Senator
7633,260,01/08/2014,Self,M,"Macy's, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7634,259,01/08/2014,Self,MAC,The Macerich Company (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7635,258,01/08/2014,Self,LO,"Lorillard, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7636,257,01/08/2014,Self,L,Loews Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7637,256,01/08/2014,Self,LEA,Lear Corp. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7638,255,01/08/2014,Self,LSI,LSI Corporation (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7639,254,01/08/2014,Self,KIM,Kimco Realty Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7640,253,01/08/2014,Self,IP,International Paper Company (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7641,252,01/08/2014,Self,HII,"Huntington Ingalls Industries, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7642,251,01/08/2014,Self,HBAN,Huntington Bancshares Incorporated (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7643,250,01/08/2014,Self,HRS,Harris Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7644,249,01/08/2014,Self,GPK,Graphic Packaging Holding Company (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7645,248,01/08/2014,Self,FUL,HB Fuller Co. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7646,247,01/08/2014,Self,FL,"Foot Locker, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7647,246,01/08/2014,Self,FLS,Flowserve Corp. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7648,245,01/08/2014,Self,FLR,Fluor Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7649,244,01/08/2014,Self,FE,FirstEnergy Corp. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7650,243,01/08/2014,Self,FITB,Fifth Third Bancorp (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7651,242,01/08/2014,Self,FNF,"Fidelity National Financial, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7652,241,01/08/2014,Self,FCN,"FTI Consulting, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7653,240,01/08/2014,Self,EXPE,Expedia Inc. (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7654,239,01/08/2014,Self,EQR,Equity Residential (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7655,238,01/08/2014,Self,EFX,Equifax Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7656,237,01/08/2014,Self,EGN,Energen Corp. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7657,236,01/08/2014,Self,EIX,Edison International (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7658,235,01/08/2014,Self,EWBC,"East West Bancorp, Inc. (NASDAQ)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7659,234,01/08/2014,Self,EQT,EQT Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7660,233,01/08/2014,Self,DPS,"Dr Pepper Snapple Group, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7661,232,01/08/2014,Self,DOV,Dover Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7662,231,01/08/2014,Self,DFS,Discover Financial Services (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7663,230,01/08/2014,Self,DVA,DaVita HealthCare Partners Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7664,229,01/08/2014,Self,CW,Curtiss-Wright Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7665,228,01/08/2014,Self,CUB,Cubic Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7666,227,01/08/2014,Self,CCK,Crown Holdings Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7667,226,01/08/2014,Self,STZ,Constellation Brands Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7668,225,01/08/2014,Self,CMA,Comerica Incorporated (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7669,224,01/08/2014,Self,CCE,Coca-Cola Enterprises Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7670,223,01/08/2014,Self,CSL,Carlisle Companies Incorporated (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7671,222,01/08/2014,Self,CFN,CareFusion Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7672,221,01/08/2014,Self,CAH,"Cardinal Health, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7673,220,01/08/2014,Self,CAM,Cameron International Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7674,219,01/08/2014,Self,CI,Cigna Corp. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7675,218,01/08/2014,Self,CBS,CBS Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7676,217,01/08/2014,Self,BC,Brunswick Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7677,216,01/08/2014,Self,BC,Brunswick Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7678,215,01/08/2014,Self,BRCD,"Brocade Communications Systems, Inc. (NASDAQ)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7679,214,01/08/2014,Self,BSX,Boston Scientific Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7680,213,01/08/2014,Self,BXP,Boston Properties Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7681,212,01/08/2014,Self,BLL,Ball Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7682,211,01/08/2014,Self,--,Bre Properties Incorporated,,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7683,210,01/08/2014,Self,BBT,BB&T Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7684,209,01/08/2014,Self,AVT,"Avnet, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7685,208,01/08/2014,Self,ARW,"Arrow Electronics, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7686,207,01/08/2014,Self,ADI,"Analog Devices, Inc. (NASDAQ)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7687,206,01/08/2014,Self,ABC,AmerisourceBergen Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7688,205,01/08/2014,Self,AEP,"American Electric Power Co., Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7689,204,01/08/2014,Self,AAT,"American Assets Trust, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7690,203,01/08/2014,Self,AEE,Ameren Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7691,202,01/08/2014,Self,ALL,The Allstate Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7692,201,01/08/2014,Self,LNT,Alliant Energy Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7693,200,01/08/2014,Self,ADS,Alliance Data Systems Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7694,199,01/08/2014,Self,MCK,McKesson Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7695,198,01/08/2014,Self,MSFT,Microsoft Corporation (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7696,197,01/08/2014,Self,MET,"MetLife, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7697,196,01/08/2014,Self,NTAP,"NetApp, Inc. (NASDAQ)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7698,195,01/08/2014,Self,NWSA,News Corporation (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7699,194,01/08/2014,Self,NSC,Norfolk Southern Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7700,193,01/08/2014,Self,OXY,Occidental Petroleum Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7701,192,01/08/2014,Self,OCR,Omnicare Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7702,191,01/08/2014,Self,OMC,Omnicom Group Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7703,190,01/08/2014,Self,ONNN,ON Semiconductor Corp. (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7704,189,01/08/2014,Self,PH,Parker-Hannifin Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7705,188,01/08/2014,Self,PSX,Phillips 66 (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7706,187,01/08/2014,Self,PFE,Pfizer Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7707,186,01/08/2014,Self,DGX,Quest Diagnostics Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7708,185,01/08/2014,Self,QCOM,QUALCOMM Incorporated (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7709,184,01/08/2014,Self,RKT,Rock-Tenn Company (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7710,183,01/08/2014,Self,SNY,Sanofi (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7711,182,01/08/2014,Self,SLB,Schlumberger Limited (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7712,181,01/08/2014,Self,SIEGY,Siemens Aktiengesellschaft (OTC Markets),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7713,180,01/08/2014,Self,SIX,Six Flags Entertainment Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7714,179,01/08/2014,Self,STT,State Street Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7715,178,01/08/2014,Self,SYMC,Symantec Corporation (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7716,177,01/08/2014,Self,TWX,Time Warner Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7717,176,01/08/2014,Self,TWC,Time Warner Cable Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7718,175,01/08/2014,Self,TRV,"The Travelers Companies, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7719,174,01/08/2014,Self,TSN,"Tyson Foods, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7720,173,01/08/2014,Self,UNH,UnitedHealth Group Incorporated (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7721,172,01/08/2014,Self,VLO,Valero Energy Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7722,171,01/08/2014,Self,WFC,Wells Fargo & Company (NYSE),,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7723,170,01/08/2014,Self,WDC,Western Digital Corporation (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7724,169,01/08/2014,Self,AXS,AXIS Capital Holdings Limited (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7725,168,01/08/2014,Self,COV,Covidien plc (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7726,167,01/08/2014,Self,LBTYK,Liberty Global plc (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7727,166,01/08/2014,Self,STX,Seagate Technology Public Limited Company (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7728,165,01/08/2014,Self,VR,"Validus Holdings, Ltd. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7729,164,01/08/2014,Self,ACE,ACE Limited (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7730,163,01/08/2014,Self,TYC,Tyco International Ltd. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7731,162,01/08/2014,Self,TYC,Tyco International Ltd. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7732,161,01/08/2014,Self,AVGO,Avago Technologies Limited (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7733,160,01/08/2014,Self,AES,The AES Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7734,159,01/08/2014,Self,ATVI,"Activision Blizzard, Inc. (NASDAQ)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7735,158,01/08/2014,Self,Y,Alleghany Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7736,157,01/08/2014,Self,MRO,Marathon Oil Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7737,156,01/08/2014,Self,M,"Macy's, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7738,155,01/08/2014,Self,LSI,LSI Corporation (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7739,154,01/08/2014,Self,LMT,Lockheed Martin Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7740,153,01/08/2014,Self,LMCA,Liberty Media Corporation (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7741,152,01/08/2014,Self,LEA,Lear Corp. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7742,151,01/08/2014,Self,JNJ,Johnson & Johnson (NYSE),,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7743,150,01/08/2014,Self,JPM,JPMorgan Chase & Co. (NYSE),,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7744,149,01/08/2014,Self,IP,International Paper Company (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7745,148,01/08/2014,Self,IACI,IAC/InterActiveCorp (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7746,147,01/08/2014,Self,HON,Honeywell International Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7747,146,01/08/2014,Self,GS,"The Goldman Sachs Group, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7748,145,01/08/2014,Self,GCI,"Gannett Co., Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7749,144,01/08/2014,Self,GPN,Global Payments Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7750,143,01/08/2014,Self,FITB,Fifth Third Bancorp (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7751,142,01/08/2014,Self,XOM,Exxon Mobil Corporation (NYSE),,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7752,141,01/08/2014,Self,FE,FirstEnergy Corp. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7753,140,01/08/2014,Self,ESRX,Express Scripts Holding Company (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7754,139,01/08/2014,Self,EQR,Equity Residential (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7755,138,01/08/2014,Self,EOG,"EOG Resources, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7756,137,01/08/2014,Self,CCK,Crown Holdings Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7757,136,01/08/2014,Self,DOV,Dover Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7758,135,01/08/2014,Self,DFS,Discover Financial Services (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7759,134,01/08/2014,Self,CMCSA,Comcast Corporation (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7760,133,01/08/2014,Self,C,Citigroup Inc. (NYSE),,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7761,132,01/08/2014,Self,CSCO,"Cisco Systems, Inc. (NASDAQ)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7762,131,01/08/2014,Self,COF,Capital One Financial Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7763,130,01/08/2014,Self,CVS,CVS Caremark Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7764,129,01/08/2014,Self,CI,Cigna Corp. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7765,128,01/08/2014,Self,BRCD,"Brocade Communications Systems, Inc. (NASDAQ)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7766,127,01/08/2014,Self,CBS,CBS Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7767,126,01/08/2014,Self,BRK-B,Berkshire Hathaway Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7768,125,01/08/2014,Self,BBBY,Bed Bath & Beyond Inc. (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7769,124,01/08/2014,Self,BAC,Bank of America Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7770,123,01/08/2014,Self,BBT,BB&T Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7771,122,01/08/2014,Self,AMGN,Amgen Inc. (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7772,121,01/08/2014,Self,AMH,American Homes 4 Rent (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7773,120,01/08/2014,Self,AGNC,American Capital Agency Corp. (NASDAQ),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7774,119,01/08/2014,Self,ALL,The Allstate Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7775,118,01/08/2014,Self,A,Agilent Technologies Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7776,117,01/08/2014,Self,ABBV,AbbVie Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7777,116,01/08/2014,Self,AES,The AES Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7778,115,01/08/2014,Self,AGCO,AGCO Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7779,114,01/08/2014,Self,PRGO,Perrigo Company Public Limited Company (NYSE),,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7780,113,01/08/2014,Self,V,Visa Inc. (NYSE),,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7781,112,01/08/2014,Self,VRSK,"Verisk Analytics, Inc. (NASDAQ)",,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7782,111,01/08/2014,Self,VAR,"Varian Medical Systems, Inc. (NYSE)",,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7783,110,01/08/2014,Self,SRCL,"Stericycle, Inc. (NASDAQ)",,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7784,109,01/08/2014,Self,SLB,Schlumberger Limited (NYSE),,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7785,108,01/08/2014,Self,QCOM,QUALCOMM Incorporated (NASDAQ),,Purchase,"$50,001 - $100,000",--,"Robert P,Corker, Jr."
7786,107,01/08/2014,Self,PCLN,The Priceline Group Inc. (NASDAQ),,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7787,106,01/08/2014,Self,NOV,"National Oilwell Varco, Inc. (NYSE)",,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7788,105,01/08/2014,Self,MNST,Monster Beverage Corporation (NASDAQ),,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7789,104,01/08/2014,Self,MTB,M&T Bank Corporation (NYSE),,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7790,103,01/08/2014,Self,GOOGL,Google Inc. (NASDAQ),,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7791,102,01/08/2014,Self,ESRX,Express Scripts Holding Company (NASDAQ),,Purchase,"$50,001 - $100,000",--,"Robert P,Corker, Jr."
7792,101,01/08/2014,Self,GILD,Gilead Sciences Inc. (NASDAQ),,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7793,100,01/08/2014,Self,EMC,EMC Corporation (NYSE),,Purchase,"$50,001 - $100,000",--,"Robert P,Corker, Jr."
7794,99,01/08/2014,Self,CMI,Cummins Inc. (NYSE),,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7795,98,01/08/2014,Self,CTSH,Cognizant Technology Solutions Corporation (NASDAQ),,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7796,97,01/08/2014,Self,COH,"Coach, Inc. (NYSE)",,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7797,96,01/08/2014,Self,BRK-B,Berkshire Hathaway Inc. (NYSE),,Purchase,"$50,001 - $100,000",--,"Robert P,Corker, Jr."
7798,95,01/08/2014,Self,AAPL,Apple Inc. (NASDAQ),,Purchase,"$50,001 - $100,000",--,"Robert P,Corker, Jr."
7799,94,01/08/2014,Self,AXP,American Express Company (NYSE),,Purchase,"$15,001 - $50,000",--,"Robert P,Corker, Jr."
7800,93,01/08/2014,Self,DDAIF,Daimler AG (OTC Markets),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7801,92,01/08/2014,Self,WFC,Wells Fargo & Company (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7802,91,01/08/2014,Self,--,YARIY-Yara International ASA (OTC Markets),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7803,90,01/08/2014,Self,WBK,Westpac Banking Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7804,89,01/08/2014,Self,WM,"Waste Management, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7805,88,01/08/2014,Self,MRWSY,Wm. Morrison Supermarkets plc (OTC Markets),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7806,87,01/08/2014,Self,VODPF,Vodafone Group Public Limited Company (OTC Markets),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7807,86,01/08/2014,Self,VIVHY,Vivendi Soci (OTC Markets),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7808,85,01/08/2014,Self,VCISY,VINCI S.A. (OTC Markets),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7809,84,01/08/2014,Self,VZ,Verizon Communications Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7810,83,01/08/2014,Self,UUGRY,United Utilities Group PLC (OTC Markets),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7811,82,01/08/2014,Self,TOT,Total SA (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7812,81,01/08/2014,Self,TWX,Time Warner Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7813,80,01/08/2014,Self,TEZNY,TERNA - Rete Elettrica Nazionale Societ (OTC Markets),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7814,79,01/08/2014,Self,TLSYY,Telstra Corporation Limited (OTC Markets),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7815,78,01/08/2014,Self,NGLS,Targa Resources Partners LP (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7816,77,01/08/2014,Self,TE,"TECO Energy, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7817,76,01/08/2014,Self,SCMWY,Swisscom AG (OTC Markets),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7818,75,01/08/2014,Self,SVNLY,Svenska Handelsbanken AB (publ) (OTC Markets),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7819,74,01/08/2014,Self,STO,Statoil ASA (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7820,73,01/08/2014,Self,SJR,"Shaw Communications, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7821,72,01/08/2014,Self,SO,Southern Company (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7822,71,01/08/2014,Self,STRNY,SEVERN TRENT PLC (OTC Markets),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7823,70,01/08/2014,Self,SNY,Sanofi (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7824,69,01/08/2014,Self,SSEZY,SSE plc (OTC Markets),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7825,68,01/08/2014,Self,RDS-A,Royal Dutch Shell plc (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7826,67,01/08/2014,Self,RCI,Rogers Communications Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7827,66,01/08/2014,Self,RHHBY,Roche Holding AG (OTC Markets),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
7828,65,01/08/2014,Self,RAI,Reynolds American Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,"Robert P,Corker, Jr."
